condition,policy,priority,seed,trial,target_width_ms,target_isi_ms,host_width_ms,host_onset_s
rt,SCHED_FIFO,50,20260808,252,15.4305,61.5041,15.4363,21.498619
rt,SCHED_FIFO,50,20260808,253,36.7541,35.3180,36.7660,21.575569
rt,SCHED_FIFO,50,20260808,254,14.2166,67.0948,14.2377,21.647659
rt,SCHED_FIFO,50,20260808,255,14.3015,68.9805,14.3295,21.729006
rt,SCHED_FIFO,50,20260808,256,24.0606,68.1967,24.0824,21.812324
rt,SCHED_FIFO,50,20260808,257,19.3217,55.6936,19.3304,21.904610
rt,SCHED_FIFO,50,20260808,258,13.7120,71.5951,13.7317,22.020540
rt,SCHED_FIFO,50,20260808,259,27.2331,30.6289,27.2620,22.105887
rt,SCHED_FIFO,50,20260808,260,9.8346,38.6892,9.8526,22.163785
rt,SCHED_FIFO,50,20260808,261,44.0411,48.0272,44.0641,22.212332
rt,SCHED_FIFO,50,20260808,262,24.0952,81.1857,24.1196,22.304428
rt,SCHED_FIFO,50,20260808,263,6.9367,71.3813,6.9573,22.409743
rt,SCHED_FIFO,50,20260808,264,25.7511,81.8878,25.7725,22.488088
rt,SCHED_FIFO,50,20260808,265,37.0292,89.5062,37.0547,22.595757
rt,SCHED_FIFO,50,20260808,266,28.9458,98.9122,28.9769,22.722327
rt,SCHED_FIFO,50,20260808,267,5.2310,46.3391,5.2347,22.850224
rt,SCHED_FIFO,50,20260808,268,20.2530,86.5264,20.2781,22.901808
rt,SCHED_FIFO,50,20260808,269,20.3448,34.1863,20.3674,23.021554
rt,SCHED_FIFO,50,20260808,270,20.9908,81.4818,20.9964,23.076115
rt,SCHED_FIFO,50,20260808,271,21.6886,12.4961,21.7097,23.178600
rt,SCHED_FIFO,50,20260808,272,29.5695,45.4395,29.5932,23.212811
rt,SCHED_FIFO,50,20260808,273,12.2748,51.0541,12.2842,23.287852
rt,SCHED_FIFO,50,20260808,274,13.7704,98.9566,13.7911,23.351196
rt,SCHED_FIFO,50,20260808,275,6.2569,85.2598,6.2659,23.463951
