latency_timer_ms,trial,roundtrip_ms,polls
4,258,4.0085,1
4,259,4.0016,1
4,260,4.0090,1
4,261,4.0065,1
4,262,3.9813,1
4,263,3.9809,1
4,264,3.9797,1
4,265,3.9799,1
4,266,3.9824,1
4,267,4.0086,1
4,268,4.0263,1
4,269,4.0041,1
4,270,3.9927,1
4,271,3.9820,1
4,272,3.9576,1
4,273,4.0093,1
4,274,3.9961,1
4,275,3.9825,1
4,276,3.9880,1
4,277,4.0038,1
4,278,3.9878,1
4,279,4.0142,1
4,280,3.9838,1
4,281,3.9564,1
4,282,3.9509,1
4,283,3.9656,1
4,284,3.9929,1
4,285,4.0066,1
4,286,4.0331,1
4,287,3.9866,1
4,288,3.9904,1
4,289,3.9547,1
4,290,3.9291,1
4,291,4.0160,1
4,292,3.9894,1
4,293,3.9751,1
4,294,3.9599,1
4,295,4.0142,1
4,296,3.9479,1
4,297,4.0382,1
4,298,3.9271,1
4,299,4.0667,1
