latency_timer_ms,trial,roundtrip_ms,polls
16,0,16.0829,1
16,1,16.1182,1
16,2,16.0818,1
16,3,15.9965,1
16,4,15.9028,1
16,5,16.0138,1
16,6,15.9879,1
16,7,15.9007,1
16,8,16.0121,1
16,9,15.9662,1
16,10,16.0120,1
16,11,16.0059,1
16,12,15.9983,1
16,13,15.9853,1
16,14,15.9453,1
16,15,16.0022,1
16,16,16.0566,1
16,17,16.0202,1
16,18,16.0060,1
16,19,15.9739,1
16,20,15.9896,1
16,21,16.0223,1
16,22,15.9814,1
16,23,15.9983,1
16,24,16.0720,1
16,25,15.9828,1
16,26,16.0024,1
16,27,16.0010,1
16,28,15.9814,1
16,29,16.0259,1
16,30,15.9872,1
16,31,16.0681,1
16,32,15.9451,1
16,33,15.8763,1
16,34,15.9946,1
16,35,15.9762,1
16,36,16.0108,1
16,37,16.0039,1
16,38,15.9977,1
16,39,15.9730,1
16,40,15.9879,1
16,41,15.9842,1
16,42,15.9591,1
16,43,15.9895,1
16,44,15.9295,1
16,45,15.9809,1
16,46,15.9699,1
16,47,15.9831,1
16,48,15.9709,1
16,49,15.9596,1
16,50,16.0257,1
16,51,15.9895,1
16,52,15.9968,1
16,53,15.9997,1
16,54,15.9907,1
16,55,15.9478,1
16,56,16.0047,1
16,57,16.0258,1
16,58,16.0169,1
16,59,16.0028,1
16,60,15.9874,1
16,61,16.0081,1
16,62,15.9965,1
16,63,15.9898,1
16,64,15.9858,1
16,65,15.8653,1
16,66,16.0896,1
16,67,15.9439,1
16,68,15.9878,1
16,69,15.9591,1
16,70,16.0070,1
16,71,15.9952,1
16,72,15.9986,1
16,73,15.9700,1
16,74,15.9771,1
16,75,15.9893,1
16,76,15.9953,1
16,77,15.9946,1
16,78,15.9746,1
16,79,15.9264,1
16,80,16.0352,1
16,81,15.9930,1
16,82,16.0088,1
16,83,16.0099,1
16,84,15.9121,1
16,85,15.9982,1
16,86,15.9620,1
16,87,16.0232,1
16,88,15.9813,1
16,89,15.9793,1
16,90,15.9850,1
16,91,15.9318,1
16,92,15.9767,1
16,93,16.0680,1
16,94,15.9913,1
16,95,16.0539,1
16,96,15.9707,1
16,97,15.9308,1
16,98,16.1052,1
16,99,15.9821,1
16,100,16.0208,1
16,101,16.0312,1
16,102,15.9692,1
16,103,16.0380,1
16,104,16.0041,1
16,105,16.2407,1
16,106,15.9694,1
16,107,15.9451,1
16,108,15.8999,1
16,109,15.9414,1
16,110,15.9876,1
16,111,16.0271,1
16,112,16.0066,1
16,113,16.1008,1
16,114,15.9992,1
16,115,16.0115,1
16,116,15.9866,1
16,117,15.9850,1
16,118,16.1466,1
16,119,16.0745,1
16,120,16.0397,1
16,121,16.0189,1
16,122,15.9897,1
16,123,15.9860,1
16,124,16.0384,1
16,125,16.1249,1
16,126,15.9944,1
16,127,16.0447,1
16,128,15.9798,1
16,129,16.0463,1
16,130,15.9463,1
16,131,16.0848,1
16,132,15.9919,1
16,133,16.0058,1
16,134,15.9832,1
16,135,15.9870,1
16,136,15.9239,1
16,137,15.8878,1
16,138,15.8223,1
16,139,15.9166,1
16,140,15.9310,1
16,141,16.0271,1
16,142,15.9768,1
16,143,15.9844,1
16,144,15.9800,1
16,145,16.0126,1
16,146,15.3666,1
16,147,16.4184,1
16,148,15.9824,1
16,149,15.8531,1
16,150,15.9680,1
16,151,16.0443,1
16,152,16.0152,1
16,153,15.9554,1
16,154,16.0196,1
16,155,15.9665,1
16,156,15.9656,1
16,157,15.9728,1
16,158,15.9556,1
16,159,16.0021,1
16,160,15.9620,1
16,161,16.0203,1
16,162,16.0194,1
16,163,16.0272,1
16,164,15.9067,1
16,165,15.9899,1
16,166,15.9864,1
16,167,16.0020,1
16,168,15.9499,1
16,169,16.0623,1
16,170,16.0217,1
16,171,15.9396,1
16,172,16.0818,1
16,173,15.9727,1
16,174,16.0135,1
16,175,15.9847,1
16,176,15.9898,1
16,177,15.9200,1
16,178,16.0083,1
16,179,15.9933,1
16,180,15.9919,1
16,181,16.3407,1
16,182,16.0293,1
16,183,15.9213,1
16,184,16.3668,1
16,185,16.0164,1
16,186,15.9669,1
16,187,16.0277,1
16,188,15.9624,1
16,189,15.9635,1
16,190,15.9530,1
16,191,16.0091,1
16,192,15.9393,1
16,193,15.9617,1
16,194,16.0585,1
16,195,16.0227,1
16,196,16.0095,1
16,197,15.9436,1
16,198,16.1445,1
16,199,15.9188,1
16,200,15.8370,1
16,201,15.9407,1
16,202,16.0123,1
16,203,16.0016,1
16,204,15.9655,1
16,205,15.9900,1
16,206,15.9309,1
16,207,15.9966,1
16,208,16.0293,1
16,209,15.9915,1
16,210,16.0417,1
16,211,15.9669,1
16,212,16.0237,1
16,213,15.9803,1
16,214,15.9360,1
16,215,15.8907,1
16,216,15.9162,1
16,217,15.9863,1
16,218,15.9844,1
16,219,16.0150,1
16,220,15.9929,1
16,221,15.9971,1
16,222,16.0021,1
16,223,15.9857,1
16,224,15.9416,1
16,225,15.9985,1
16,226,15.9628,1
16,227,16.0090,1
16,228,16.1566,1
16,229,15.8833,1
16,230,16.0089,1
16,231,16.0478,1
16,232,15.9686,1
16,233,16.0035,1
16,234,15.9342,1
16,235,16.0058,1
16,236,16.0301,1
16,237,16.0095,1
16,238,16.0306,1
16,239,16.0143,1
16,240,15.9600,1
16,241,16.0592,1
16,242,15.9773,1
16,243,15.9226,1
16,244,15.9747,1
16,245,15.9792,1
16,246,15.9811,1
16,247,15.9542,1
16,248,16.0099,1
16,249,15.9092,1
16,250,15.9200,1
16,251,16.0120,1
16,252,16.0613,1
16,253,15.9818,1
16,254,16.0324,1
16,255,15.9652,1
16,256,15.9925,1
16,257,16.0584,1
16,258,16.0230,1
16,259,16.0467,1
16,260,15.9890,1
16,261,15.9779,1
16,262,15.9918,1
16,263,15.9991,1
16,264,15.9638,1
16,265,15.9989,1
16,266,16.0244,1
16,267,16.0249,1
16,268,15.9455,1
16,269,15.9949,1
16,270,16.0110,1
16,271,15.9906,1
16,272,16.0258,1
16,273,15.9620,1
16,274,16.0686,1
16,275,15.9974,1
16,276,15.9805,1
16,277,15.9431,1
16,278,16.0039,1
16,279,15.9827,1
16,280,15.9255,1
16,281,16.0096,1
16,282,15.9580,1
16,283,15.9787,1
16,284,16.0271,1
16,285,16.0007,1
16,286,16.0003,1
16,287,16.0050,1
16,288,15.9798,1
16,289,16.0499,1
16,290,15.9448,1
16,291,16.0191,1
16,292,16.0161,1
16,293,15.9641,1
16,294,15.8748,1
16,295,16.0470,1
16,296,16.0094,1
16,297,15.9656,1
16,298,16.0091,1
16,299,15.9830,1
