condition,policy,priority,seed,trial,target_width_ms,target_isi_ms,host_width_ms,host_onset_s
rt,SCHED_FIFO,50,20260808,135,20.4351,91.8303,20.4449,11.427500
rt,SCHED_FIFO,50,20260808,136,10.5637,91.2601,10.5852,11.540072
rt,SCHED_FIFO,50,20260808,137,42.1920,56.1675,42.2224,11.642744
rt,SCHED_FIFO,50,20260808,138,36.5418,82.9426,36.5679,11.741145
rt,SCHED_FIFO,50,20260808,139,30.9943,91.3962,31.0197,11.860802
rt,SCHED_FIFO,50,20260808,140,34.9074,17.3528,34.9375,11.983934
rt,SCHED_FIFO,50,20260808,141,7.0952,31.5218,7.1148,12.036936
rt,SCHED_FIFO,50,20260808,142,11.1432,86.5752,11.1662,12.076116
rt,SCHED_FIFO,50,20260808,143,47.7835,73.1923,47.8117,12.174377
rt,SCHED_FIFO,50,20260808,144,36.7244,26.8325,36.7498,12.295392
rt,SCHED_FIFO,50,20260808,145,11.2505,20.3687,11.2608,12.359211
rt,SCHED_FIFO,50,20260808,146,45.8574,75.8028,45.8832,12.391514
rt,SCHED_FIFO,50,20260808,147,9.7808,85.6053,9.7844,12.513477
rt,SCHED_FIFO,50,20260808,148,48.6017,23.0699,48.6312,12.609331
rt,SCHED_FIFO,50,20260808,149,34.6355,15.8280,34.6442,12.681047
rt,SCHED_FIFO,50,20260808,150,11.3230,40.2175,11.3425,12.731745
rt,SCHED_FIFO,50,20260808,151,8.3851,88.0183,8.4053,12.783310
rt,SCHED_FIFO,50,20260808,152,34.1705,19.2942,34.1987,12.879777
rt,SCHED_FIFO,50,20260808,153,17.2162,12.8640,17.2233,12.934037
rt,SCHED_FIFO,50,20260808,154,28.8474,59.8175,28.8622,12.964308
rt,SCHED_FIFO,50,20260808,155,7.0995,63.0252,7.1215,13.053247
rt,SCHED_FIFO,50,20260808,156,34.9617,94.8334,34.9870,13.123441
rt,SCHED_FIFO,50,20260808,157,23.6608,18.7848,23.6830,13.253522
rt,SCHED_FIFO,50,20260808,158,39.5024,74.3712,39.5302,13.296261
rt,SCHED_FIFO,50,20260808,159,33.9218,86.2535,33.9501,13.410880
rt,SCHED_FIFO,50,20260808,160,19.2344,68.6711,19.2396,13.531097
rt,SCHED_FIFO,50,20260808,161,27.5163,24.9450,27.5382,13.619433
rt,SCHED_FIFO,50,20260808,162,20.9369,18.4232,20.9572,13.672045
rt,SCHED_FIFO,50,20260808,163,46.5081,41.3221,46.5353,13.712044
rt,SCHED_FIFO,50,20260808,164,49.1266,20.8435,49.1367,13.800653
rt,SCHED_FIFO,50,20260808,165,12.2269,13.5799,12.2412,13.870844
rt,SCHED_FIFO,50,20260808,166,19.8533,89.8225,19.8750,13.897114
rt,SCHED_FIFO,50,20260808,167,43.2302,21.6644,43.2423,14.007047
rt,SCHED_FIFO,50,20260808,168,38.9080,90.8004,38.9348,14.072368
rt,SCHED_FIFO,50,20260808,169,26.3595,35.2891,26.3962,14.202392
rt,SCHED_FIFO,50,20260808,170,48.9870,52.6473,49.0129,14.264856
