op,latency_timer_ms,trial,roundtrip_ms
ping,1,92,0.9851
ping,1,93,0.9581
ping,1,94,1.0064
ping,1,95,1.0182
ping,1,96,1.0800
ping,1,97,0.9458
ping,1,98,1.0350
ping,1,99,0.9724
ping,1,100,0.9857
ping,1,101,0.9904
ping,1,102,1.0087
ping,1,103,1.0135
ping,1,104,0.9603
ping,1,105,1.0111
ping,1,106,0.9944
ping,1,107,0.9553
ping,1,108,0.9731
ping,1,109,1.0071
ping,1,110,0.9937
ping,1,111,0.9941
ping,1,112,0.9970
ping,1,113,0.9978
ping,1,114,1.0014
ping,1,115,0.9972
ping,1,116,0.9938
ping,1,117,0.9978
ping,1,118,0.9964
ping,1,119,0.9946
ping,1,120,0.9931
ping,1,121,0.9996
ping,1,122,1.1722
ping,1,123,0.9292
ping,1,124,1.0381
ping,1,125,0.9762
ping,1,126,0.9978
ping,1,127,0.9624
ping,1,128,0.9737
ping,1,129,1.0295
ping,1,130,0.9693
ping,1,131,0.8664
ping,1,132,0.9876
ping,1,133,0.9975
ping,1,134,0.9979
ping,1,135,0.9961
ping,1,136,0.9975
ping,1,137,0.9975
ping,1,138,0.9561
ping,1,139,1.0137
ping,1,140,1.0190
ping,1,141,0.9579
ping,1,142,1.0391
ping,1,143,1.1216
ping,1,144,0.9162
ping,1,145,1.0502
ping,1,146,0.9480
ping,1,147,0.9808
ping,1,148,0.9750
ping,1,149,0.9909
ping,1,150,0.9948
ping,1,151,0.8808
ping,1,152,0.9994
ping,1,153,1.0087
ping,1,154,0.9775
ping,1,155,1.0079
ping,1,156,1.0087
ping,1,157,0.9780
ping,1,158,1.0007
ping,1,159,1.0127
ping,1,160,0.9829
ping,1,161,1.0137
ping,1,162,1.0688
ping,1,163,1.0111
ping,1,164,0.9992
ping,1,165,0.9743
ping,1,166,1.0492
ping,1,167,0.9446
ping,1,168,0.9804
ping,1,169,0.9221
ping,1,170,1.0167
ping,1,171,0.9735
ping,1,172,1.0170
ping,1,173,1.0342
ping,1,174,0.9308
ping,1,175,1.0147
ping,1,176,1.0040
ping,1,177,0.9702
ping,1,178,1.0222
ping,1,179,1.0041
ping,1,180,0.9687
ping,1,181,1.0193
ping,1,182,0.9604
ping,1,183,1.0107
ping,1,184,0.9813
ping,1,185,0.9964
ping,1,186,1.0053
ping,1,187,1.0082
ping,1,188,0.9808
ping,1,189,1.0047
ping,1,190,1.0094
ping,1,191,0.9758
ping,1,192,0.9962
ping,1,193,1.0116
ping,1,194,0.9811
ping,1,195,1.0042
ping,1,196,1.0087
ping,1,197,0.9800
ping,1,198,0.9983
ping,1,199,1.0167
ping,1,200,0.9758
ping,1,201,1.0015
ping,1,202,1.0116
ping,1,203,0.9685
ping,1,204,1.0044
ping,1,205,0.9996
ping,1,206,1.0076
ping,1,207,0.9794
ping,1,208,1.0047
ping,1,209,0.9761
ping,1,210,1.0139
ping,1,211,0.9982
ping,1,212,1.0802
ping,1,213,0.9975
ping,1,214,0.9928
ping,1,215,0.9795
ping,1,216,1.0438
ping,1,217,1.0072
ping,1,218,0.9004
ping,1,219,1.0738
ping,1,220,0.8835
ping,1,221,1.0298
ping,1,222,0.9452
ping,1,223,1.0379
ping,1,224,0.8610
ping,1,225,0.9949
ping,1,226,0.9941
ping,1,227,0.9981
ping,1,228,1.0001
ping,1,229,0.9969
ping,1,230,0.9967
ping,1,231,0.9991
ping,1,232,0.9970
ping,1,233,0.9939
ping,1,234,0.9971
ping,1,235,0.9989
ping,1,236,0.9967
ping,1,237,0.9971
ping,1,238,0.9985
ping,1,239,0.9974
ping,1,240,1.0017
ping,1,241,0.9992
ping,1,242,0.9903
ping,1,243,0.9960
ping,1,244,0.9950
ping,1,245,1.0064
ping,1,246,0.9927
ping,1,247,0.9906
ping,1,248,0.9912
ping,1,249,0.9964
ping,1,250,0.9881
ping,1,251,0.9915
ping,1,252,1.0005
ping,1,253,0.9956
ping,1,254,0.9555
ping,1,255,1.0316
ping,1,256,1.0023
ping,1,257,0.9577
ping,1,258,1.0323
ping,1,259,0.9623
ping,1,260,0.9960
ping,1,261,0.9870
ping,1,262,0.9996
ping,1,263,1.0001
ping,1,264,0.9889
ping,1,265,1.0076
ping,1,266,0.9948
ping,1,267,1.0076
ping,1,268,0.9805
ping,1,269,1.0046
ping,1,270,0.9889
ping,1,271,1.0021
ping,1,272,1.0015
ping,1,273,0.9900
ping,1,274,1.0026
ping,1,275,1.0004
ping,1,276,0.9908
ping,1,277,1.0015
ping,1,278,1.0061
ping,1,279,0.9842
ping,1,280,1.0033
ping,1,281,1.0003
ping,1,282,0.9955
ping,1,283,1.0060
ping,1,284,0.9967
ping,1,285,0.9939
ping,1,286,0.9973
ping,1,287,1.0015
ping,1,288,0.9912
ping,1,289,1.0044
ping,1,290,0.9918
ping,1,291,1.0090
ping,1,292,0.9784
ping,1,293,1.0040
ping,1,294,0.9999
ping,1,295,0.9896
ping,1,296,1.0021
ping,1,297,1.0016
ping,1,298,0.9898
ping,1,299,1.0013
read1,1,0,0.6114
read1,1,1,1.0226
read1,1,2,0.9972
read1,1,3,0.9582
read1,1,4,1.0332
read1,1,5,0.9626
read1,1,6,1.0018
read1,1,7,0.9845
read1,1,8,1.0029
read1,1,9,1.0008
read1,1,10,0.9897
read1,1,11,1.0048
read1,1,12,1.1325
read1,1,13,0.9887
read1,1,14,1.0047
read1,1,15,0.9944
read1,1,16,0.9578
read1,1,17,0.9688
read1,1,18,0.9927
read1,1,19,0.9966
read1,1,20,0.9991
read1,1,21,1.0343
read1,1,22,0.9404
read1,1,23,0.9530
read1,1,24,0.9958
read1,1,25,1.0133
read1,1,26,0.9632
read1,1,27,1.0205
read1,1,28,0.9659
read1,1,29,0.9248
read1,1,30,0.9858
read1,1,31,0.9845
read1,1,32,1.1031
read1,1,33,1.0254
read1,1,34,0.9391
read1,1,35,0.9647
read1,1,36,0.9993
read1,1,37,0.9928
read1,1,38,1.0104
read1,1,39,0.9634
read1,1,40,0.9443
read1,1,41,1.0558
read1,1,42,1.0031
read1,1,43,0.9441
read1,1,44,1.0022
read1,1,45,0.9640
read1,1,46,1.0078
read1,1,47,0.9833
read1,1,48,0.9230
read1,1,49,0.9479
read1,1,50,0.9945
read1,1,51,0.9840
read1,1,52,1.0007
read1,1,53,0.9945
read1,1,54,0.9803
read1,1,55,0.9972
read1,1,56,0.9985
read1,1,57,1.0516
read1,1,58,1.0339
read1,1,59,0.9874
read1,1,60,1.0164
read1,1,61,0.9777
read1,1,62,0.9791
read1,1,63,1.0159
read1,1,64,0.8837
read1,1,65,0.9928
read1,1,66,1.0155
read1,1,67,0.9729
read1,1,68,0.9973
read1,1,69,1.0004
read1,1,70,0.9869
read1,1,71,1.0061
read1,1,72,0.9941
read1,1,73,0.9825
read1,1,74,0.9882
read1,1,75,0.9679
read1,1,76,0.9983
read1,1,77,1.0256
read1,1,78,0.9555
read1,1,79,0.9981
read1,1,80,0.9831
read1,1,81,1.0008
read1,1,82,0.9970
read1,1,83,0.9878
read1,1,84,0.9993
read1,1,85,0.9959
read1,1,86,0.9855
read1,1,87,1.0011
read1,1,88,0.9937
read1,1,89,0.9873
read1,1,90,0.9974
read1,1,91,1.0018
read1,1,92,0.9825
read1,1,93,1.0014
read1,1,94,0.9831
read1,1,95,0.9991
read1,1,96,0.9988
read1,1,97,0.9859
read1,1,98,0.9972
read1,1,99,0.9979
read1,1,100,0.9866
read1,1,101,0.9999
read1,1,102,0.9970
read1,1,103,0.9795
read1,1,104,1.0001
read1,1,105,0.9971
read1,1,106,0.9901
read1,1,107,0.9996
read1,1,108,0.9875
read1,1,109,0.9961
read1,1,110,0.9973
read1,1,111,0.9862
read1,1,112,0.9957
read1,1,113,1.0001
read1,1,114,0.9766
read1,1,115,1.0049
read1,1,116,0.9977
read1,1,117,0.9561
read1,1,118,1.0311
read1,1,119,0.9560
read1,1,120,1.0295
read1,1,121,0.9991
read1,1,122,0.9975
read1,1,123,0.9838
read1,1,124,0.9959
read1,1,125,0.9987
read1,1,126,0.9527
read1,1,127,1.0285
read1,1,128,0.9557
read1,1,129,0.9995
read1,1,130,0.9858
read1,1,131,0.9962
read1,1,132,1.0002
read1,1,133,0.9870
read1,1,134,0.9211
read1,1,135,0.9969
read1,1,136,0.9828
read1,1,137,0.9977
read1,1,138,0.9983
read1,1,139,0.9871
read1,1,140,0.9971
read1,1,141,0.9989
read1,1,142,0.9870
read1,1,143,0.9951
read1,1,144,0.9995
read1,1,145,0.9843
read1,1,146,1.0010
read1,1,147,1.0060
read1,1,148,0.9799
read1,1,149,0.9981
read1,1,150,0.9872
read1,1,151,0.9981
read1,1,152,1.0029
read1,1,153,0.9849
read1,1,154,1.0004
read1,1,155,1.0021
read1,1,156,0.9941
read1,1,157,0.9843
read1,1,158,1.0422
read1,1,159,0.9370
read1,1,160,0.9536
read1,1,161,1.0006
read1,1,162,1.0287
read1,1,163,0.9594
read1,1,164,0.9956
read1,1,165,0.9886
read1,1,166,1.0321
read1,1,167,0.9588
read1,1,168,1.0002
read1,1,169,0.9962
read1,1,170,0.9853
read1,1,171,1.0006
read1,1,172,0.9968
read1,1,173,0.9874
read1,1,174,0.9867
read1,1,175,1.0104
read1,1,176,0.9781
read1,1,177,1.0017
read1,1,178,0.9901
read1,1,179,1.0093
read1,1,180,0.9773
read1,1,181,1.0041
read1,1,182,0.9879
read1,1,183,1.0024
read1,1,184,0.9916
read1,1,185,1.0000
read1,1,186,0.9897
read1,1,187,1.0093
read1,1,188,0.9766
read1,1,189,1.0048
read1,1,190,0.9963
read1,1,191,0.9974
read1,1,192,0.9767
read1,1,193,1.0046
read1,1,194,0.9986
read1,1,195,0.9979
read1,1,196,0.9756
read1,1,197,1.0128
read1,1,198,0.9531
read1,1,199,1.0111
read1,1,200,0.9845
read1,1,201,0.9892
read1,1,202,0.9958
read1,1,203,1.0199
read1,1,204,1.0025
read1,1,205,0.9429
read1,1,206,1.0095
read1,1,207,1.0198
read1,1,208,0.9570
read1,1,209,1.0030
read1,1,210,0.9969
read1,1,211,1.0200
read1,1,212,0.9536
read1,1,213,0.9931
read1,1,214,1.0107
read1,1,215,0.9666
read1,1,216,1.0158
read1,1,217,0.9940
read1,1,218,0.9844
read1,1,219,1.0213
read1,1,220,0.9789
read1,1,221,1.0047
read1,1,222,0.9971
read1,1,223,0.9767
read1,1,224,1.0069
read1,1,225,0.9983
read1,1,226,0.9780
read1,1,227,1.0032
read1,1,228,0.9998
read1,1,229,0.9797
read1,1,230,1.0067
read1,1,231,0.9569
read1,1,232,1.0164
read1,1,233,1.0087
read1,1,234,0.9528
read1,1,235,1.0210
read1,1,236,1.0063
read1,1,237,0.9439
read1,1,238,1.0330
read1,1,239,1.0091
read1,1,240,0.9551
read1,1,241,1.0343
read1,1,242,0.9947
read1,1,243,0.9506
read1,1,244,1.0188
read1,1,245,0.9641
read1,1,246,0.9968
read1,1,247,1.0205
read1,1,248,0.9617
read1,1,249,0.9987
read1,1,250,1.0237
read1,1,251,0.9681
read1,1,252,0.9910
read1,1,253,0.9776
read1,1,254,1.0085
read1,1,255,0.9967
read1,1,256,0.9737
read1,1,257,1.0120
read1,1,258,0.9985
read1,1,259,0.9652
read1,1,260,1.0109
read1,1,261,1.0070
read1,1,262,0.9801
read1,1,263,1.0008
read1,1,264,0.9864
read1,1,265,0.9808
read1,1,266,1.0192
read1,1,267,0.9565
read1,1,268,0.9970
read1,1,269,0.9965
read1,1,270,0.9812
read1,1,271,0.9992
read1,1,272,0.9954
read1,1,273,0.9991
read1,1,274,0.9885
read1,1,275,0.9967
read1,1,276,0.9928
read1,1,277,1.1320
read1,1,278,0.9291
read1,1,279,0.9861
read1,1,280,1.0032
read1,1,281,0.9957
read1,1,282,0.9107
read1,1,283,0.9889
read1,1,284,1.0103
read1,1,285,0.9873
read1,1,286,0.9963
read1,1,287,0.9967
read1,1,288,0.9995
read1,1,289,0.9924
read1,1,290,1.0029
read1,1,291,0.9889
read1,1,292,1.0028
read1,1,293,0.9852
read1,1,294,1.0074
read1,1,295,0.9730
read1,1,296,0.9990
read1,1,297,0.9977
read1,1,298,1.0115
read1,1,299,0.9694
read8,1,0,1.6584
read8,1,1,0.9987
read8,1,2,1.0010
read8,1,3,0.9850
read8,1,4,0.9879
read8,1,5,1.0114
read8,1,6,0.9871
read8,1,7,0.9987
read8,1,8,1.0008
read8,1,9,0.9795
read8,1,10,1.0095
read8,1,11,0.9961
read8,1,12,0.9990
read8,1,13,0.9824
read8,1,14,0.9982
read8,1,15,0.9875
read8,1,16,1.0016
read8,1,17,1.0070
read8,1,18,1.9854
read8,1,19,0.9991
read8,1,20,0.9976
read8,1,21,1.9750
read8,1,22,1.0038
read8,1,23,1.0116
read8,1,24,1.9855
read8,1,25,2.0074
read8,1,26,1.9718
read8,1,27,1.0005
read8,1,28,1.0085
read8,1,29,1.9868
read8,1,30,0.9965
read8,1,31,1.9868
read8,1,32,0.9971
read8,1,33,1.0226
read8,1,34,1.9695
read8,1,35,0.9856
read8,1,36,1.0023
read8,1,37,1.0091
read8,1,38,1.9743
read8,1,39,1.0122
read8,1,40,0.9880
read8,1,41,0.9954
read8,1,42,0.9989
read8,1,43,0.9744
read8,1,44,1.0128
read8,1,45,0.9967
read8,1,46,0.9747
read8,1,47,1.0133
read8,1,48,0.9974
read8,1,49,1.9882
read8,1,50,0.9874
read8,1,51,1.0141
read8,1,52,1.9749
read8,1,53,1.0119
read8,1,54,1.9773
read8,1,55,1.0111
read8,1,56,0.9785
read8,1,57,1.0070
read8,1,58,0.9971
read8,1,59,0.9880
read8,1,60,0.9983
read8,1,61,1.0121
read8,1,62,1.9839
read8,1,63,0.9944
read8,1,64,1.8970
read8,1,65,1.0047
read8,1,66,0.9966
read8,1,67,1.9783
read8,1,68,1.0039
read8,1,69,0.9875
read8,1,70,1.0133
read8,1,71,0.9854
read8,1,72,0.9862
read8,1,73,1.0129
read8,1,74,0.9858
read8,1,75,0.9982
read8,1,76,1.9739
read8,1,77,0.9944
read8,1,78,0.9968
read8,1,79,0.9989
read8,1,80,0.9707
read8,1,81,1.0129
read8,1,82,0.9876
read8,1,83,0.9987
read8,1,84,2.0030
read8,1,85,1.9693
read8,1,86,1.0070
read8,1,87,1.9728
read8,1,88,2.0275
read8,1,89,0.9954
read8,1,90,2.0003
read8,1,91,1.9681
read8,1,92,0.9883
read8,1,93,1.0094
read8,1,94,1.0105
read8,1,95,1.9691
read8,1,96,1.0131
read8,1,97,2.0031
read8,1,98,1.9691
read8,1,99,1.0103
read8,1,100,1.9610
read8,1,101,1.0306
read8,1,102,1.9953
read8,1,103,1.9637
read8,1,104,1.0164
read8,1,105,1.9674
read8,1,106,1.0139
read8,1,107,0.9971
read8,1,108,1.9454
read8,1,109,1.0428
read8,1,110,2.0159
read8,1,111,2.0128
read8,1,112,2.0326
read8,1,113,1.9770
read8,1,114,1.9617
read8,1,115,2.0340
read8,1,116,1.9638
read8,1,117,2.0188
read8,1,118,1.8915
read8,1,119,1.0068
read8,1,120,2.0064
read8,1,121,1.9656
read8,1,122,2.0755
read8,1,123,1.9651
read8,1,124,1.9626
read8,1,125,2.0083
read8,1,126,2.0236
read8,1,127,1.9063
read8,1,128,1.9634
read8,1,129,1.9369
read8,1,130,0.9780
read8,1,131,1.0053
read8,1,132,1.0056
read8,1,133,0.9837
read8,1,134,1.0056
read8,1,135,1.0116
read8,1,136,1.0006
read8,1,137,1.9931
read8,1,138,1.9760
read8,1,139,1.0002
read8,1,140,1.9847
read8,1,141,1.9907
read8,1,142,0.9976
read8,1,143,0.9848
read8,1,144,1.1655
read8,1,145,1.8292
read8,1,146,1.0011
read8,1,147,1.0051
read8,1,148,0.9853
read8,1,149,0.9961
read8,1,150,1.0154
read8,1,151,0.9812
read8,1,152,1.2603
read8,1,153,1.8515
read8,1,154,1.8913
read8,1,155,1.0039
read8,1,156,0.9784
read8,1,157,0.9991
read8,1,158,1.0117
read8,1,159,0.9899
read8,1,160,0.9955
read8,1,161,1.1595
read8,1,162,1.8292
read8,1,163,1.0024
read8,1,164,0.9748
read8,1,165,1.0008
read8,1,166,0.9680
read8,1,167,1.0231
read8,1,168,1.0090
read8,1,169,0.9639
read8,1,170,1.0233
read8,1,171,1.0012
read8,1,172,1.1442
read8,1,173,1.8503
read8,1,174,0.9633
read8,1,175,1.0305
read8,1,176,0.9631
read8,1,177,0.9970
read8,1,178,1.0448
read8,1,179,1.9503
read8,1,180,1.0373
read8,1,181,2.0670
read8,1,182,1.9199
read8,1,183,2.0312
read8,1,184,1.9165
read8,1,185,0.9809
read8,1,186,1.9927
read8,1,187,0.9866
read8,1,188,0.9615
read8,1,189,1.0202
read8,1,190,0.9918
read8,1,191,0.9679
read8,1,192,1.0347
read8,1,193,1.0901
read8,1,194,1.9982
read8,1,195,2.0002
read8,1,196,1.9152
read8,1,197,1.9596
read8,1,198,1.0301
read8,1,199,1.9413
read8,1,200,1.0016
read8,1,201,0.9972
read8,1,202,0.9954
read8,1,203,0.9975
read8,1,204,0.9987
read8,1,205,0.9974
read8,1,206,0.9971
read8,1,207,0.9973
read8,1,208,0.9987
read8,1,209,0.9978
read8,1,210,0.9996
read8,1,211,0.9954
read8,1,212,1.0009
read8,1,213,0.9937
read8,1,214,0.9821
read8,1,215,1.0027
read8,1,216,1.0235
read8,1,217,0.9886
read8,1,218,1.0067
read8,1,219,1.9584
read8,1,220,0.9952
read8,1,221,1.0053
read8,1,222,0.9567
read8,1,223,1.0358
read8,1,224,0.9543
read8,1,225,1.0052
read8,1,226,0.9911
read8,1,227,0.9982
read8,1,228,0.9948
read8,1,229,0.9918
read8,1,230,1.0079
read8,1,231,0.9895
read8,1,232,0.9874
read8,1,233,0.9928
read8,1,234,1.0056
read8,1,235,0.9909
read8,1,236,0.9996
read8,1,237,0.9959
read8,1,238,0.9889
read8,1,239,0.9957
read8,1,240,1.0080
read8,1,241,0.9849
read8,1,242,1.0010
read8,1,243,1.0022
read8,1,244,0.9835
read8,1,245,1.0093
read8,1,246,0.9899
read8,1,247,1.0006
read8,1,248,1.0024
read8,1,249,0.9906
read8,1,250,2.0935
read8,1,251,1.9467
read8,1,252,1.8802
read8,1,253,1.0118
read8,1,254,1.9933
read8,1,255,0.9841
read8,1,256,0.9984
read8,1,257,1.9699
read8,1,258,1.0531
read8,1,259,1.9178
read8,1,260,1.0287
read8,1,261,1.9933
read8,1,262,1.9570
read8,1,263,0.9972
read8,1,264,0.9845
read8,1,265,0.9979
read8,1,266,0.9963
read8,1,267,0.9841
read8,1,268,1.0013
read8,1,269,0.9863
read8,1,270,0.9881
read8,1,271,1.0117
read8,1,272,1.9841
read8,1,273,0.9967
read8,1,274,0.9887
read8,1,275,0.9986
read8,1,276,0.9946
read8,1,277,0.9867
read8,1,278,1.0015
read8,1,279,1.9880
read8,1,280,0.9992
read8,1,281,1.9889
read8,1,282,0.9973
read8,1,283,0.9858
read8,1,284,1.0035
read8,1,285,1.9898
read8,1,286,0.9994
read8,1,287,1.9872
read8,1,288,0.9982
read8,1,289,1.9898
read8,1,290,0.9988
read8,1,291,1.9844
read8,1,292,1.0009
read8,1,293,1.9893
read8,1,294,0.9993
read8,1,295,1.9868
read8,1,296,1.9785
read8,1,297,1.0071
read8,1,298,1.9594
read8,1,299,1.0295
