op,latency_timer_ms,trial,roundtrip_ms
ping,16,0,15.1790
ping,16,1,16.0457
ping,16,2,15.8474
ping,16,3,15.9097
ping,16,4,15.9399
ping,16,5,16.0835
ping,16,6,16.0313
ping,16,7,15.9779
ping,16,8,16.0598
ping,16,9,16.0108
ping,16,10,15.9584
ping,16,11,15.9102
ping,16,12,15.9121
ping,16,13,15.8990
ping,16,14,15.8848
ping,16,15,16.0020
ping,16,16,15.9993
ping,16,17,15.9846
ping,16,18,15.9724
ping,16,19,15.9837
ping,16,20,15.9836
ping,16,21,16.0513
ping,16,22,16.0094
ping,16,23,15.9555
ping,16,24,15.9607
ping,16,25,16.0346
ping,16,26,15.9329
ping,16,27,15.9576
ping,16,28,15.9585
ping,16,29,15.9948
ping,16,30,16.0074
ping,16,31,16.0527
ping,16,32,15.9508
ping,16,33,16.0237
ping,16,34,15.9861
ping,16,35,15.8883
ping,16,36,16.0339
ping,16,37,15.9247
ping,16,38,15.8573
ping,16,39,16.0079
ping,16,40,15.9658
ping,16,41,16.0286
ping,16,42,16.0867
ping,16,43,16.0096
ping,16,44,15.9659
ping,16,45,15.9241
ping,16,46,15.9658
ping,16,47,16.1237
ping,16,48,15.9077
ping,16,49,15.9650
ping,16,50,15.9797
ping,16,51,16.0487
ping,16,52,15.8993
ping,16,53,15.9516
ping,16,54,16.0147
ping,16,55,15.9432
ping,16,56,15.8833
ping,16,57,16.0996
ping,16,58,15.9040
ping,16,59,15.8758
ping,16,60,15.9415
ping,16,61,15.9956
ping,16,62,15.9773
ping,16,63,16.0908
ping,16,64,15.9625
ping,16,65,15.9745
ping,16,66,15.9293
ping,16,67,16.0247
ping,16,68,16.0401
ping,16,69,15.8616
ping,16,70,16.0574
ping,16,71,16.0912
ping,16,72,16.0347
ping,16,73,15.8324
ping,16,74,16.0458
ping,16,75,15.9825
ping,16,76,15.9772
ping,16,77,15.9007
ping,16,78,16.0101
ping,16,79,15.9973
ping,16,80,15.8284
ping,16,81,15.9907
ping,16,82,15.9588
ping,16,83,16.0333
ping,16,84,15.9933
ping,16,85,15.9761
ping,16,86,15.9474
ping,16,87,15.9124
ping,16,88,16.0121
ping,16,89,16.1805
ping,16,90,15.7968
ping,16,91,16.0635
ping,16,92,15.8813
ping,16,93,15.9561
ping,16,94,15.9885
ping,16,95,15.9602
ping,16,96,16.0007
ping,16,97,16.0661
ping,16,98,15.9620
ping,16,99,16.0890
ping,16,100,15.9897
ping,16,101,15.8461
ping,16,102,16.0955
ping,16,103,15.8842
ping,16,104,16.3352
ping,16,105,15.8488
ping,16,106,15.8852
ping,16,107,15.7824
ping,16,108,15.9636
ping,16,109,15.9732
ping,16,110,16.4885
ping,16,111,15.9105
ping,16,112,15.9614
ping,16,113,15.6854
ping,16,114,15.8195
ping,16,115,15.9149
ping,16,116,15.8942
ping,16,117,16.1479
ping,16,118,15.9748
ping,16,119,15.9686
ping,16,120,15.9211
ping,16,121,15.9134
ping,16,122,15.9949
ping,16,123,15.9880
ping,16,124,15.9467
ping,16,125,16.0550
ping,16,126,15.9363
ping,16,127,15.8923
ping,16,128,16.0274
ping,16,129,15.9387
ping,16,130,15.9300
ping,16,131,16.0086
ping,16,132,16.8124
ping,16,133,15.8960
ping,16,134,15.2850
ping,16,135,15.9326
ping,16,136,15.9424
ping,16,137,15.8791
ping,16,138,16.8527
ping,16,139,16.0196
ping,16,140,16.0063
ping,16,141,15.1654
ping,16,142,15.7989
ping,16,143,15.9674
ping,16,144,15.9754
ping,16,145,15.9411
ping,16,146,16.0523
ping,16,147,16.0952
ping,16,148,16.0139
ping,16,149,15.8503
ping,16,150,15.9121
ping,16,151,15.9154
ping,16,152,15.9455
ping,16,153,16.0294
ping,16,154,15.9605
ping,16,155,15.9759
ping,16,156,16.0808
ping,16,157,15.9612
ping,16,158,15.8488
ping,16,159,15.9937
ping,16,160,15.9695
ping,16,161,15.9540
ping,16,162,16.0365
ping,16,163,15.9722
ping,16,164,16.0144
ping,16,165,15.9416
ping,16,166,15.9431
ping,16,167,15.9824
ping,16,168,16.0812
ping,16,169,15.8362
ping,16,170,15.9886
ping,16,171,15.9598
ping,16,172,16.0035
ping,16,173,16.0315
ping,16,174,16.0447
ping,16,175,15.9238
ping,16,176,16.1383
ping,16,177,15.8798
ping,16,178,15.9480
ping,16,179,15.9293
ping,16,180,16.2005
ping,16,181,15.8671
ping,16,182,15.8558
ping,16,183,16.0668
ping,16,184,16.0689
ping,16,185,15.7158
ping,16,186,15.9890
ping,16,187,16.0348
ping,16,188,16.0661
ping,16,189,16.1591
ping,16,190,15.8588
ping,16,191,15.9343
ping,16,192,16.0150
ping,16,193,15.9452
ping,16,194,16.0385
ping,16,195,15.7868
ping,16,196,16.0261
ping,16,197,16.0882
ping,16,198,15.8809
ping,16,199,15.9816
ping,16,200,15.9107
ping,16,201,16.0731
ping,16,202,15.9813
ping,16,203,15.9177
ping,16,204,15.9677
ping,16,205,16.0205
ping,16,206,15.9450
ping,16,207,15.8702
ping,16,208,15.9184
ping,16,209,16.0773
ping,16,210,15.9735
ping,16,211,16.0365
ping,16,212,15.9837
ping,16,213,15.9405
ping,16,214,16.0147
ping,16,215,15.9397
ping,16,216,15.9857
ping,16,217,15.9800
ping,16,218,16.0630
ping,16,219,15.8525
ping,16,220,15.9608
ping,16,221,15.9461
ping,16,222,15.9984
ping,16,223,15.9178
ping,16,224,16.5968
ping,16,225,15.3985
ping,16,226,16.0198
ping,16,227,15.9123
ping,16,228,15.9438
ping,16,229,15.9922
ping,16,230,15.9526
ping,16,231,15.9973
ping,16,232,16.0096
ping,16,233,16.0069
ping,16,234,15.9021
ping,16,235,15.8955
ping,16,236,16.0856
ping,16,237,15.9420
ping,16,238,16.1827
ping,16,239,15.9538
ping,16,240,15.7641
ping,16,241,15.8616
ping,16,242,15.9937
ping,16,243,15.9880
ping,16,244,15.9276
ping,16,245,16.0898
ping,16,246,16.0634
ping,16,247,15.8282
ping,16,248,15.9581
ping,16,249,15.9402
ping,16,250,16.1157
ping,16,251,16.6835
ping,16,252,15.9769
ping,16,253,15.4086
ping,16,254,15.9999
ping,16,255,15.9922
ping,16,256,15.8174
ping,16,257,15.9679
ping,16,258,15.9868
ping,16,259,16.4440
ping,16,260,15.6542
ping,16,261,15.8155
ping,16,262,15.8712
ping,16,263,16.0176
ping,16,264,15.9644
ping,16,265,15.9537
ping,16,266,15.9511
ping,16,267,16.0596
ping,16,268,15.9856
ping,16,269,15.9613
ping,16,270,16.0118
ping,16,271,16.4618
ping,16,272,15.6596
ping,16,273,15.8767
ping,16,274,15.9073
ping,16,275,15.8704
ping,16,276,16.0122
ping,16,277,16.5334
ping,16,278,15.5658
ping,16,279,15.7411
ping,16,280,15.9480
ping,16,281,16.1203
ping,16,282,16.0884
ping,16,283,15.9861
ping,16,284,15.9083
ping,16,285,16.6342
ping,16,286,15.7624
ping,16,287,15.6601
ping,16,288,15.8453
ping,16,289,15.8153
ping,16,290,15.8982
ping,16,291,15.9515
ping,16,292,16.8775
ping,16,293,15.5597
ping,16,294,15.4821
ping,16,295,16.1106
ping,16,296,16.0753
ping,16,297,15.9803
ping,16,298,16.6362
ping,16,299,15.5336
read1,16,0,15.8258
read1,16,1,15.9547
read1,16,2,15.3711
read1,16,3,15.8130
read1,16,4,16.0100
read1,16,5,16.0258
read1,16,6,16.0921
read1,16,7,15.8254
read1,16,8,16.0773
read1,16,9,16.0131
read1,16,10,15.8948
read1,16,11,15.9330
read1,16,12,15.9247
read1,16,13,16.4723
read1,16,14,15.5779
read1,16,15,15.7700
read1,16,16,15.9820
read1,16,17,16.0825
read1,16,18,15.9603
read1,16,19,15.9064
read1,16,20,16.0151
read1,16,21,15.9598
read1,16,22,16.0182
read1,16,23,15.9544
read1,16,24,16.0099
read1,16,25,15.8397
read1,16,26,15.9559
read1,16,27,16.0742
read1,16,28,15.9499
read1,16,29,16.0344
read1,16,30,16.0103
read1,16,31,15.9370
read1,16,32,16.0163
read1,16,33,15.9820
read1,16,34,15.9684
read1,16,35,15.8931
read1,16,36,16.0755
read1,16,37,16.0589
read1,16,38,15.8452
read1,16,39,15.9790
read1,16,40,15.9471
read1,16,41,15.9726
read1,16,42,15.9944
read1,16,43,16.0501
read1,16,44,15.8737
read1,16,45,16.0189
read1,16,46,16.0587
read1,16,47,15.9262
read1,16,48,15.9450
read1,16,49,15.9556
read1,16,50,15.9900
read1,16,51,16.0815
read1,16,52,15.9499
read1,16,53,15.9438
read1,16,54,16.0148
read1,16,55,15.9812
read1,16,56,15.8495
read1,16,57,16.0929
read1,16,58,15.9185
read1,16,59,15.9663
read1,16,60,16.0088
read1,16,61,15.9495
read1,16,62,16.0267
read1,16,63,15.9543
read1,16,64,15.9075
read1,16,65,15.9208
read1,16,66,15.9744
read1,16,67,16.0177
read1,16,68,16.0237
read1,16,69,15.9487
read1,16,70,15.9427
read1,16,71,15.9799
read1,16,72,16.0772
read1,16,73,16.0351
read1,16,74,16.0316
read1,16,75,15.8905
read1,16,76,16.0144
read1,16,77,15.9083
read1,16,78,15.9927
read1,16,79,15.9340
read1,16,80,16.0089
read1,16,81,16.0695
read1,16,82,15.9532
read1,16,83,15.9405
read1,16,84,16.0093
read1,16,85,16.0454
read1,16,86,15.9027
read1,16,87,15.9287
read1,16,88,16.0495
read1,16,89,16.0470
read1,16,90,15.8690
read1,16,91,15.9543
read1,16,92,16.0058
read1,16,93,15.9922
read1,16,94,15.8828
read1,16,95,15.9605
read1,16,96,16.0303
read1,16,97,15.9415
read1,16,98,16.5480
read1,16,99,15.8888
read1,16,100,15.5608
read1,16,101,15.9013
read1,16,102,15.9797
read1,16,103,16.0520
read1,16,104,15.8329
read1,16,105,16.0741
read1,16,106,15.8924
read1,16,107,15.9207
read1,16,108,16.0422
read1,16,109,15.9489
read1,16,110,16.0756
read1,16,111,15.9048
read1,16,112,16.6402
read1,16,113,15.8556
read1,16,114,15.6156
read1,16,115,15.9760
read1,16,116,15.8370
read1,16,117,15.8472
read1,16,118,16.0644
read1,16,119,16.6557
read1,16,120,15.9604
read1,16,121,15.2999
read1,16,122,15.8805
read1,16,123,16.0099
read1,16,124,15.9933
read1,16,125,16.0015
read1,16,126,15.9446
read1,16,127,16.3154
read1,16,128,15.8786
read1,16,129,15.7984
read1,16,130,16.0450
read1,16,131,16.0696
