condition,policy,priority,arm,delta_us
idle,SCHED_OTHER,0,dlp-first,39.5307
idle,SCHED_OTHER,0,dlp-first,29.8353
idle,SCHED_OTHER,0,dlp-first,34.1115
idle,SCHED_OTHER,0,dlp-first,43.4589
idle,SCHED_OTHER,0,dlp-first,31.8780
idle,SCHED_OTHER,0,dlp-first,51.6786
idle,SCHED_OTHER,0,dlp-first,48.5072
idle,SCHED_OTHER,0,dlp-first,42.2704
idle,SCHED_OTHER,0,dlp-first,44.8441
idle,SCHED_OTHER,0,dlp-first,39.1219
idle,SCHED_OTHER,0,dlp-first,34.0665
idle,SCHED_OTHER,0,dlp-first,48.4052
idle,SCHED_OTHER,0,dlp-first,32.7290
idle,SCHED_OTHER,0,dlp-first,34.6968
idle,SCHED_OTHER,0,dlp-first,40.1409
idle,SCHED_OTHER,0,dlp-first,52.6698
idle,SCHED_OTHER,0,dlp-first,46.6824
idle,SCHED_OTHER,0,dlp-first,36.4038
idle,SCHED_OTHER,0,dlp-first,33.1923
idle,SCHED_OTHER,0,dlp-first,39.4176
idle,SCHED_OTHER,0,dlp-first,46.1956
idle,SCHED_OTHER,0,dlp-first,44.8896
idle,SCHED_OTHER,0,dlp-first,24.7043
idle,SCHED_OTHER,0,dlp-first,35.6818
idle,SCHED_OTHER,0,dlp-first,33.5590
idle,SCHED_OTHER,0,dlp-first,54.8395
idle,SCHED_OTHER,0,dlp-first,43.2626
idle,SCHED_OTHER,0,dlp-first,41.1174
idle,SCHED_OTHER,0,dlp-first,32.9024
idle,SCHED_OTHER,0,dlp-first,36.4983
idle,SCHED_OTHER,0,dlp-first,32.6313
idle,SCHED_OTHER,0,dlp-first,42.0543
idle,SCHED_OTHER,0,dlp-first,35.9307
idle,SCHED_OTHER,0,dlp-first,36.0241
idle,SCHED_OTHER,0,dlp-first,35.2753
idle,SCHED_OTHER,0,dlp-first,33.8808
idle,SCHED_OTHER,0,dlp-first,42.7502
idle,SCHED_OTHER,0,dlp-first,43.5948
idle,SCHED_OTHER,0,dlp-first,37.2163
idle,SCHED_OTHER,0,dlp-first,33.3976
idle,SCHED_OTHER,0,dlp-first,26.5124
idle,SCHED_OTHER,0,dlp-first,31.4138
idle,SCHED_OTHER,0,dlp-first,37.5873
idle,SCHED_OTHER,0,dlp-first,28.5548
idle,SCHED_OTHER,0,dlp-first,42.5571
idle,SCHED_OTHER,0,dlp-first,34.0321
idle,SCHED_OTHER,0,dlp-first,43.3709
idle,SCHED_OTHER,0,dlp-first,36.5677
idle,SCHED_OTHER,0,dlp-first,37.7985
idle,SCHED_OTHER,0,dlp-first,33.0025
idle,SCHED_OTHER,0,dlp-first,35.7195
idle,SCHED_OTHER,0,dlp-first,38.6000
idle,SCHED_OTHER,0,dlp-first,38.7852
idle,SCHED_OTHER,0,dlp-first,27.3524
idle,SCHED_OTHER,0,dlp-first,36.6252
idle,SCHED_OTHER,0,dlp-first,34.5978
idle,SCHED_OTHER,0,dlp-first,24.4427
idle,SCHED_OTHER,0,dlp-first,40.0519
idle,SCHED_OTHER,0,dlp-first,29.7596
idle,SCHED_OTHER,0,dlp-first,26.3725
idle,SCHED_OTHER,0,dlp-first,42.7558
idle,SCHED_OTHER,0,dlp-first,43.1846
idle,SCHED_OTHER,0,dlp-first,20.9258
idle,SCHED_OTHER,0,dlp-first,49.5369
idle,SCHED_OTHER,0,dlp-first,55.4318
idle,SCHED_OTHER,0,dlp-first,41.7896
idle,SCHED_OTHER,0,dlp-first,38.0263
idle,SCHED_OTHER,0,dlp-first,28.8265
idle,SCHED_OTHER,0,dlp-first,36.2256
idle,SCHED_OTHER,0,dlp-first,40.2027
idle,SCHED_OTHER,0,dlp-first,44.9671
idle,SCHED_OTHER,0,dlp-first,26.4657
idle,SCHED_OTHER,0,dlp-first,36.1486
idle,SCHED_OTHER,0,dlp-first,33.6558
idle,SCHED_OTHER,0,dlp-first,30.1398
idle,SCHED_OTHER,0,dlp-first,30.1292
idle,SCHED_OTHER,0,dlp-first,49.3250
idle,SCHED_OTHER,0,dlp-first,36.2575
idle,SCHED_OTHER,0,dlp-first,41.3839
idle,SCHED_OTHER,0,dlp-first,47.7146
idle,SCHED_OTHER,0,dlp-first,27.9300
idle,SCHED_OTHER,0,dlp-first,40.4099
idle,SCHED_OTHER,0,dlp-first,48.6722
idle,SCHED_OTHER,0,dlp-first,30.4903
idle,SCHED_OTHER,0,dlp-first,42.0655
idle,SCHED_OTHER,0,dlp-first,35.1846
idle,SCHED_OTHER,0,dlp-first,44.5255
idle,SCHED_OTHER,0,dlp-first,33.2224
idle,SCHED_OTHER,0,dlp-first,46.9939
idle,SCHED_OTHER,0,dlp-first,42.6511
idle,SCHED_OTHER,0,dlp-first,39.0318
idle,SCHED_OTHER,0,dlp-first,49.3230
idle,SCHED_OTHER,0,dlp-first,32.6626
idle,SCHED_OTHER,0,dlp-first,41.7369
idle,SCHED_OTHER,0,dlp-first,32.6100
idle,SCHED_OTHER,0,dlp-first,41.4391
idle,SCHED_OTHER,0,dlp-first,36.1379
idle,SCHED_OTHER,0,dlp-first,34.9884
idle,SCHED_OTHER,0,dlp-first,28.0180
idle,SCHED_OTHER,0,dlp-first,38.1886
idle,SCHED_OTHER,0,dlp-first,45.3397
idle,SCHED_OTHER,0,dlp-first,36.1061
idle,SCHED_OTHER,0,dlp-first,46.5966
idle,SCHED_OTHER,0,dlp-first,28.7871
idle,SCHED_OTHER,0,dlp-first,65.4242
idle,SCHED_OTHER,0,dlp-first,46.5791
idle,SCHED_OTHER,0,dlp-first,38.4447
idle,SCHED_OTHER,0,dlp-first,33.2598
idle,SCHED_OTHER,0,dlp-first,20.4429
idle,SCHED_OTHER,0,dlp-first,31.8362
idle,SCHED_OTHER,0,dlp-first,32.3786
idle,SCHED_OTHER,0,dlp-first,26.7929
idle,SCHED_OTHER,0,dlp-first,35.9148
idle,SCHED_OTHER,0,dlp-first,34.9071
idle,SCHED_OTHER,0,dlp-first,60.0708
idle,SCHED_OTHER,0,dlp-first,43.9981
idle,SCHED_OTHER,0,dlp-first,42.4301
idle,SCHED_OTHER,0,dlp-first,33.4798
idle,SCHED_OTHER,0,dlp-first,37.4841
idle,SCHED_OTHER,0,dlp-first,47.9248
idle,SCHED_OTHER,0,dlp-first,41.6268
idle,SCHED_OTHER,0,dlp-first,50.6957
idle,SCHED_OTHER,0,dlp-first,23.3268
idle,SCHED_OTHER,0,dlp-first,35.7089
idle,SCHED_OTHER,0,dlp-first,59.9296
idle,SCHED_OTHER,0,dlp-first,50.7062
idle,SCHED_OTHER,0,dlp-first,48.2572
idle,SCHED_OTHER,0,dlp-first,42.2692
idle,SCHED_OTHER,0,dlp-first,38.6775
idle,SCHED_OTHER,0,dlp-first,43.7340
idle,SCHED_OTHER,0,dlp-first,25.7238
idle,SCHED_OTHER,0,dlp-first,45.8517
idle,SCHED_OTHER,0,dlp-first,31.2787
idle,SCHED_OTHER,0,dlp-first,35.5032
idle,SCHED_OTHER,0,dlp-first,47.8280
idle,SCHED_OTHER,0,dlp-first,38.5660
idle,SCHED_OTHER,0,dlp-first,32.3816
idle,SCHED_OTHER,0,dlp-first,36.7533
idle,SCHED_OTHER,0,dlp-first,32.5542
idle,SCHED_OTHER,0,dlp-first,39.8346
idle,SCHED_OTHER,0,dlp-first,35.6215
idle,SCHED_OTHER,0,dlp-first,43.3475
idle,SCHED_OTHER,0,dlp-first,41.0289
idle,SCHED_OTHER,0,dlp-first,30.3851
idle,SCHED_OTHER,0,dlp-first,37.5849
idle,SCHED_OTHER,0,dlp-first,53.1953
idle,SCHED_OTHER,0,dlp-first,39.6741
idle,SCHED_OTHER,0,dlp-first,44.7583
idle,SCHED_OTHER,0,dlp-first,48.8267
idle,SCHED_OTHER,0,dlp-first,37.2005
idle,SCHED_OTHER,0,dlp-first,33.0969
idle,SCHED_OTHER,0,dlp-first,22.2778
idle,SCHED_OTHER,0,dlp-first,38.5247
idle,SCHED_OTHER,0,dlp-first,30.8254
idle,SCHED_OTHER,0,dlp-first,35.8760
idle,SCHED_OTHER,0,dlp-first,48.4226
idle,SCHED_OTHER,0,dlp-first,30.9988
idle,SCHED_OTHER,0,dlp-first,36.1614
idle,SCHED_OTHER,0,dlp-first,34.9192
idle,SCHED_OTHER,0,dlp-first,0.0604
idle,SCHED_OTHER,0,dlp-first,44.2890
idle,SCHED_OTHER,0,dlp-first,39.5107
idle,SCHED_OTHER,0,dlp-first,36.9133
idle,SCHED_OTHER,0,dlp-first,33.4731
idle,SCHED_OTHER,0,dlp-first,37.5715
idle,SCHED_OTHER,0,dlp-first,26.0438
idle,SCHED_OTHER,0,dlp-first,52.4039
idle,SCHED_OTHER,0,dlp-first,38.4581
idle,SCHED_OTHER,0,dlp-first,32.7610
idle,SCHED_OTHER,0,dlp-first,37.1469
idle,SCHED_OTHER,0,dlp-first,46.4255
idle,SCHED_OTHER,0,dlp-first,39.4140
idle,SCHED_OTHER,0,dlp-first,44.7054
idle,SCHED_OTHER,0,dlp-first,26.6118
idle,SCHED_OTHER,0,dlp-first,32.6670
idle,SCHED_OTHER,0,dlp-first,33.1931
idle,SCHED_OTHER,0,dlp-first,43.4584
idle,SCHED_OTHER,0,dlp-first,49.5119
idle,SCHED_OTHER,0,dlp-first,22.6267
idle,SCHED_OTHER,0,dlp-first,46.6444
idle,SCHED_OTHER,0,dlp-first,35.1502
idle,SCHED_OTHER,0,dlp-first,44.7151
idle,SCHED_OTHER,0,dlp-first,39.4332
idle,SCHED_OTHER,0,dlp-first,32.7007
idle,SCHED_OTHER,0,dlp-first,106.1549
idle,SCHED_OTHER,0,dlp-first,46.0188
idle,SCHED_OTHER,0,dlp-first,35.5226
idle,SCHED_OTHER,0,dlp-first,39.2780
idle,SCHED_OTHER,0,dlp-first,34.9113
idle,SCHED_OTHER,0,dlp-first,40.4891
idle,SCHED_OTHER,0,dlp-first,41.3116
idle,SCHED_OTHER,0,dlp-first,103.6228
idle,SCHED_OTHER,0,dlp-first,50.4887
idle,SCHED_OTHER,0,dlp-first,47.9606
idle,SCHED_OTHER,0,dlp-first,35.6047
idle,SCHED_OTHER,0,dlp-first,35.8546
idle,SCHED_OTHER,0,dlp-first,38.3175
idle,SCHED_OTHER,0,dlp-first,42.7654
idle,SCHED_OTHER,0,dlp-first,33.0782
idle,SCHED_OTHER,0,dlp-first,33.9760
idle,SCHED_OTHER,0,dlp-first,32.0185
idle,SCHED_OTHER,0,dlp-first,57.0132
idle,SCHED_OTHER,0,dlp-first,37.3220
idle,SCHED_OTHER,0,dlp-first,31.2295
idle,SCHED_OTHER,0,dlp-first,33.7574
idle,SCHED_OTHER,0,dlp-first,28.9100
idle,SCHED_OTHER,0,dlp-first,25.9888
idle,SCHED_OTHER,0,dlp-first,41.1826
idle,SCHED_OTHER,0,dlp-first,36.9943
idle,SCHED_OTHER,0,dlp-first,35.8688
idle,SCHED_OTHER,0,dlp-first,33.4262
idle,SCHED_OTHER,0,dlp-first,36.4485
idle,SCHED_OTHER,0,dlp-first,45.9685
idle,SCHED_OTHER,0,dlp-first,45.5762
idle,SCHED_OTHER,0,dlp-first,51.5120
idle,SCHED_OTHER,0,dlp-first,46.8474
idle,SCHED_OTHER,0,dlp-first,36.6724
idle,SCHED_OTHER,0,dlp-first,32.3953
idle,SCHED_OTHER,0,dlp-first,29.0018
idle,SCHED_OTHER,0,dlp-first,37.4066
idle,SCHED_OTHER,0,dlp-first,38.8284
idle,SCHED_OTHER,0,dlp-first,31.5543
idle,SCHED_OTHER,0,dlp-first,30.8588
idle,SCHED_OTHER,0,dlp-first,112.1493
idle,SCHED_OTHER,0,dlp-first,50.7821
idle,SCHED_OTHER,0,dlp-first,30.4088
idle,SCHED_OTHER,0,dlp-first,37.3246
idle,SCHED_OTHER,0,dlp-first,38.2444
idle,SCHED_OTHER,0,dlp-first,38.5623
idle,SCHED_OTHER,0,dlp-first,40.6193
idle,SCHED_OTHER,0,dlp-first,32.4807
idle,SCHED_OTHER,0,dlp-first,39.5332
idle,SCHED_OTHER,0,dlp-first,25.0796
idle,SCHED_OTHER,0,dlp-first,40.2043
idle,SCHED_OTHER,0,dlp-first,47.6625
idle,SCHED_OTHER,0,dlp-first,42.5331
idle,SCHED_OTHER,0,dlp-first,41.4439
idle,SCHED_OTHER,0,dlp-first,41.1050
idle,SCHED_OTHER,0,dlp-first,26.4151
idle,SCHED_OTHER,0,dlp-first,26.7356
idle,SCHED_OTHER,0,dlp-first,27.2164
idle,SCHED_OTHER,0,dlp-first,39.8296
idle,SCHED_OTHER,0,dlp-first,42.3601
idle,SCHED_OTHER,0,dlp-first,32.6177
idle,SCHED_OTHER,0,dlp-first,31.1333
idle,SCHED_OTHER,0,dlp-first,57.1638
idle,SCHED_OTHER,0,dlp-first,35.7150
idle,SCHED_OTHER,0,dlp-first,42.6251
idle,SCHED_OTHER,0,dlp-first,27.4444
idle,SCHED_OTHER,0,dlp-first,37.8485
idle,SCHED_OTHER,0,dlp-first,44.2182
idle,SCHED_OTHER,0,dlp-first,27.5538
idle,SCHED_OTHER,0,dlp-first,43.9145
idle,SCHED_OTHER,0,dlp-first,40.5249
idle,SCHED_OTHER,0,dlp-first,29.7986
idle,SCHED_OTHER,0,dlp-first,31.6428
idle,SCHED_OTHER,0,dlp-first,40.6387
idle,SCHED_OTHER,0,dlp-first,35.4109
idle,SCHED_OTHER,0,dlp-first,39.5957
idle,SCHED_OTHER,0,dlp-first,33.0880
idle,SCHED_OTHER,0,dlp-first,31.8029
idle,SCHED_OTHER,0,dlp-first,36.2950
idle,SCHED_OTHER,0,dlp-first,32.5842
idle,SCHED_OTHER,0,dlp-first,35.7436
idle,SCHED_OTHER,0,dlp-first,38.6184
idle,SCHED_OTHER,0,dlp-first,95.2758
idle,SCHED_OTHER,0,dlp-first,37.4117
idle,SCHED_OTHER,0,dlp-first,36.5518
idle,SCHED_OTHER,0,dlp-first,41.4899
idle,SCHED_OTHER,0,dlp-first,38.9359
idle,SCHED_OTHER,0,dlp-first,46.2406
idle,SCHED_OTHER,0,dlp-first,23.0828
idle,SCHED_OTHER,0,dlp-first,35.8704
idle,SCHED_OTHER,0,dlp-first,37.7419
idle,SCHED_OTHER,0,dlp-first,28.5557
idle,SCHED_OTHER,0,dlp-first,48.4188
idle,SCHED_OTHER,0,dlp-first,44.0122
idle,SCHED_OTHER,0,dlp-first,37.8280
idle,SCHED_OTHER,0,dlp-first,46.0079
idle,SCHED_OTHER,0,dlp-first,32.0350
idle,SCHED_OTHER,0,dlp-first,37.3744
idle,SCHED_OTHER,0,dlp-first,42.4818
idle,SCHED_OTHER,0,box-first,63.8269
idle,SCHED_OTHER,0,box-first,6.7579
idle,SCHED_OTHER,0,box-first,26.9310
idle,SCHED_OTHER,0,box-first,35.2209
idle,SCHED_OTHER,0,box-first,20.1840
idle,SCHED_OTHER,0,box-first,17.6039
idle,SCHED_OTHER,0,box-first,16.8326
idle,SCHED_OTHER,0,box-first,13.4461
idle,SCHED_OTHER,0,box-first,26.7281
idle,SCHED_OTHER,0,box-first,11.8560
idle,SCHED_OTHER,0,box-first,11.6857
idle,SCHED_OTHER,0,box-first,16.7581
idle,SCHED_OTHER,0,box-first,16.5459
idle,SCHED_OTHER,0,box-first,63.0973
idle,SCHED_OTHER,0,box-first,11.5960
idle,SCHED_OTHER,0,box-first,15.6954
idle,SCHED_OTHER,0,box-first,18.2157
idle,SCHED_OTHER,0,box-first,32.5303
idle,SCHED_OTHER,0,box-first,6.8924
idle,SCHED_OTHER,0,box-first,22.6787
idle,SCHED_OTHER,0,box-first,11.6512
idle,SCHED_OTHER,0,box-first,43.1801
idle,SCHED_OTHER,0,box-first,32.1469
idle,SCHED_OTHER,0,box-first,10.9410
idle,SCHED_OTHER,0,box-first,33.4976
idle,SCHED_OTHER,0,box-first,16.0351
idle,SCHED_OTHER,0,box-first,12.4926
idle,SCHED_OTHER,0,box-first,21.7864
idle,SCHED_OTHER,0,box-first,24.5350
idle,SCHED_OTHER,0,box-first,20.1583
idle,SCHED_OTHER,0,box-first,13.0949
idle,SCHED_OTHER,0,box-first,11.2769
idle,SCHED_OTHER,0,box-first,32.9734
idle,SCHED_OTHER,0,box-first,12.8238
idle,SCHED_OTHER,0,box-first,14.9038
idle,SCHED_OTHER,0,box-first,6.7724
idle,SCHED_OTHER,0,box-first,16.8518
idle,SCHED_OTHER,0,box-first,13.5762
idle,SCHED_OTHER,0,box-first,15.2910
idle,SCHED_OTHER,0,box-first,14.4531
idle,SCHED_OTHER,0,box-first,23.2201
idle,SCHED_OTHER,0,box-first,8.2882
idle,SCHED_OTHER,0,box-first,82.2491
idle,SCHED_OTHER,0,box-first,12.7198
idle,SCHED_OTHER,0,box-first,25.1127
idle,SCHED_OTHER,0,box-first,11.7395
idle,SCHED_OTHER,0,box-first,32.7200
idle,SCHED_OTHER,0,box-first,14.4275
idle,SCHED_OTHER,0,box-first,19.9487
idle,SCHED_OTHER,0,box-first,28.9790
idle,SCHED_OTHER,0,box-first,17.2635
idle,SCHED_OTHER,0,box-first,19.9123
idle,SCHED_OTHER,0,box-first,16.2796
idle,SCHED_OTHER,0,box-first,16.3455
idle,SCHED_OTHER,0,box-first,25.8370
idle,SCHED_OTHER,0,box-first,13.3542
idle,SCHED_OTHER,0,box-first,15.5559
idle,SCHED_OTHER,0,box-first,18.8656
idle,SCHED_OTHER,0,box-first,6.8673
idle,SCHED_OTHER,0,box-first,18.7668
idle,SCHED_OTHER,0,box-first,8.7456
idle,SCHED_OTHER,0,box-first,36.0786
idle,SCHED_OTHER,0,box-first,19.8938
idle,SCHED_OTHER,0,box-first,20.1712
idle,SCHED_OTHER,0,box-first,21.0303
idle,SCHED_OTHER,0,box-first,33.0240
idle,SCHED_OTHER,0,box-first,19.0552
idle,SCHED_OTHER,0,box-first,80.4139
idle,SCHED_OTHER,0,box-first,37.6099
idle,SCHED_OTHER,0,box-first,20.3380
idle,SCHED_OTHER,0,box-first,27.9053
idle,SCHED_OTHER,0,box-first,22.6169
idle,SCHED_OTHER,0,box-first,63.0780
idle,SCHED_OTHER,0,box-first,27.8120
idle,SCHED_OTHER,0,box-first,21.5524
idle,SCHED_OTHER,0,box-first,32.6541
idle,SCHED_OTHER,0,box-first,20.0002
idle,SCHED_OTHER,0,box-first,15.4134
idle,SCHED_OTHER,0,box-first,72.2480
idle,SCHED_OTHER,0,box-first,42.8728
idle,SCHED_OTHER,0,box-first,16.8638
idle,SCHED_OTHER,0,box-first,31.4357
idle,SCHED_OTHER,0,box-first,10.6442
idle,SCHED_OTHER,0,box-first,76.1160
idle,SCHED_OTHER,0,box-first,18.1548
idle,SCHED_OTHER,0,box-first,28.4315
idle,SCHED_OTHER,0,box-first,37.3838
idle,SCHED_OTHER,0,box-first,13.2904
idle,SCHED_OTHER,0,box-first,30.4912
idle,SCHED_OTHER,0,box-first,31.9638
idle,SCHED_OTHER,0,box-first,19.4015
idle,SCHED_OTHER,0,box-first,17.1387
idle,SCHED_OTHER,0,box-first,17.8086
idle,SCHED_OTHER,0,box-first,23.6845
idle,SCHED_OTHER,0,box-first,90.2292
idle,SCHED_OTHER,0,box-first,22.3880
idle,SCHED_OTHER,0,box-first,22.8457
idle,SCHED_OTHER,0,box-first,45.7760
idle,SCHED_OTHER,0,box-first,10.7025
idle,SCHED_OTHER,0,box-first,38.7618
idle,SCHED_OTHER,0,box-first,14.8777
idle,SCHED_OTHER,0,box-first,12.2482
idle,SCHED_OTHER,0,box-first,15.7715
idle,SCHED_OTHER,0,box-first,21.1858
idle,SCHED_OTHER,0,box-first,8.3484
idle,SCHED_OTHER,0,box-first,8.9299
idle,SCHED_OTHER,0,box-first,27.8966
idle,SCHED_OTHER,0,box-first,15.5065
idle,SCHED_OTHER,0,box-first,33.9947
idle,SCHED_OTHER,0,box-first,48.9313
idle,SCHED_OTHER,0,box-first,9.9993
idle,SCHED_OTHER,0,box-first,13.4207
idle,SCHED_OTHER,0,box-first,10.5732
idle,SCHED_OTHER,0,box-first,32.3184
idle,SCHED_OTHER,0,box-first,25.3049
idle,SCHED_OTHER,0,box-first,16.4809
idle,SCHED_OTHER,0,box-first,11.4211
idle,SCHED_OTHER,0,box-first,27.0804
idle,SCHED_OTHER,0,box-first,90.5961
idle,SCHED_OTHER,0,box-first,19.8113
idle,SCHED_OTHER,0,box-first,24.2340
idle,SCHED_OTHER,0,box-first,38.7298
idle,SCHED_OTHER,0,box-first,29.3057
idle,SCHED_OTHER,0,box-first,25.2393
idle,SCHED_OTHER,0,box-first,57.6511
idle,SCHED_OTHER,0,box-first,24.6012
idle,SCHED_OTHER,0,box-first,27.8166
idle,SCHED_OTHER,0,box-first,34.5343
idle,SCHED_OTHER,0,box-first,26.7823
idle,SCHED_OTHER,0,box-first,32.7756
idle,SCHED_OTHER,0,box-first,15.1902
idle,SCHED_OTHER,0,box-first,11.9497
idle,SCHED_OTHER,0,box-first,24.6800
idle,SCHED_OTHER,0,box-first,28.2470
idle,SCHED_OTHER,0,box-first,21.7933
idle,SCHED_OTHER,0,box-first,13.7394
idle,SCHED_OTHER,0,box-first,43.8708
idle,SCHED_OTHER,0,box-first,27.5038
idle,SCHED_OTHER,0,box-first,20.1046
idle,SCHED_OTHER,0,box-first,13.7055
idle,SCHED_OTHER,0,box-first,20.4882
idle,SCHED_OTHER,0,box-first,24.3966
idle,SCHED_OTHER,0,box-first,23.9784
idle,SCHED_OTHER,0,box-first,8.7930
idle,SCHED_OTHER,0,box-first,31.5112
idle,SCHED_OTHER,0,box-first,24.8977
idle,SCHED_OTHER,0,box-first,18.0428
idle,SCHED_OTHER,0,box-first,14.9599
idle,SCHED_OTHER,0,box-first,10.4379
idle,SCHED_OTHER,0,box-first,26.0180
idle,SCHED_OTHER,0,box-first,21.6181
idle,SCHED_OTHER,0,box-first,16.8830
idle,SCHED_OTHER,0,box-first,18.7193
idle,SCHED_OTHER,0,box-first,18.0596
idle,SCHED_OTHER,0,box-first,25.7086
idle,SCHED_OTHER,0,box-first,18.6297
idle,SCHED_OTHER,0,box-first,8.1840
idle,SCHED_OTHER,0,box-first,26.2940
idle,SCHED_OTHER,0,box-first,17.0024
idle,SCHED_OTHER,0,box-first,24.0468
idle,SCHED_OTHER,0,box-first,32.4587
idle,SCHED_OTHER,0,box-first,30.7898
idle,SCHED_OTHER,0,box-first,44.4264
idle,SCHED_OTHER,0,box-first,17.8348
idle,SCHED_OTHER,0,box-first,31.1984
idle,SCHED_OTHER,0,box-first,18.1400
idle,SCHED_OTHER,0,box-first,11.9883
idle,SCHED_OTHER,0,box-first,18.8559
idle,SCHED_OTHER,0,box-first,72.2509
idle,SCHED_OTHER,0,box-first,12.5895
idle,SCHED_OTHER,0,box-first,12.2277
idle,SCHED_OTHER,0,box-first,10.6453
idle,SCHED_OTHER,0,box-first,18.6822
idle,SCHED_OTHER,0,box-first,15.2732
idle,SCHED_OTHER,0,box-first,10.7091
idle,SCHED_OTHER,0,box-first,22.5022
idle,SCHED_OTHER,0,box-first,16.3433
idle,SCHED_OTHER,0,box-first,41.1421
idle,SCHED_OTHER,0,box-first,14.9394
idle,SCHED_OTHER,0,box-first,12.5089
idle,SCHED_OTHER,0,box-first,97.0885
idle,SCHED_OTHER,0,box-first,13.5492
idle,SCHED_OTHER,0,box-first,9.1938
idle,SCHED_OTHER,0,box-first,19.3771
idle,SCHED_OTHER,0,box-first,16.0458
idle,SCHED_OTHER,0,box-first,27.3556
idle,SCHED_OTHER,0,box-first,11.1151
idle,SCHED_OTHER,0,box-first,19.6408
idle,SCHED_OTHER,0,box-first,9.1038
idle,SCHED_OTHER,0,box-first,18.7344
idle,SCHED_OTHER,0,box-first,16.3031
idle,SCHED_OTHER,0,box-first,13.1742
idle,SCHED_OTHER,0,box-first,9.9877
idle,SCHED_OTHER,0,box-first,27.1901
idle,SCHED_OTHER,0,box-first,7.9638
idle,SCHED_OTHER,0,box-first,21.8297
idle,SCHED_OTHER,0,box-first,6.3252
idle,SCHED_OTHER,0,box-first,23.0042
idle,SCHED_OTHER,0,box-first,26.4087
idle,SCHED_OTHER,0,box-first,20.2317
idle,SCHED_OTHER,0,box-first,15.8325
idle,SCHED_OTHER,0,box-first,11.5765
idle,SCHED_OTHER,0,box-first,12.7922
idle,SCHED_OTHER,0,box-first,16.8572
idle,SCHED_OTHER,0,box-first,16.5699
idle,SCHED_OTHER,0,box-first,18.1859
idle,SCHED_OTHER,0,box-first,47.3655
idle,SCHED_OTHER,0,box-first,25.2324
idle,SCHED_OTHER,0,box-first,16.1463
idle,SCHED_OTHER,0,box-first,14.6320
idle,SCHED_OTHER,0,box-first,37.1102
idle,SCHED_OTHER,0,box-first,21.9246
idle,SCHED_OTHER,0,box-first,11.0924
idle,SCHED_OTHER,0,box-first,48.3844
idle,SCHED_OTHER,0,box-first,15.0943
idle,SCHED_OTHER,0,box-first,21.2523
idle,SCHED_OTHER,0,box-first,19.7964
idle,SCHED_OTHER,0,box-first,9.4569
idle,SCHED_OTHER,0,box-first,10.7413
idle,SCHED_OTHER,0,box-first,22.7948
idle,SCHED_OTHER,0,box-first,24.9400
idle,SCHED_OTHER,0,box-first,27.5709
idle,SCHED_OTHER,0,box-first,23.1664
idle,SCHED_OTHER,0,box-first,26.7900
idle,SCHED_OTHER,0,box-first,23.2060
idle,SCHED_OTHER,0,box-first,20.2075
idle,SCHED_OTHER,0,box-first,41.1591
idle,SCHED_OTHER,0,box-first,7.2753
idle,SCHED_OTHER,0,box-first,23.6098
idle,SCHED_OTHER,0,box-first,15.7592
idle,SCHED_OTHER,0,box-first,37.9002
idle,SCHED_OTHER,0,box-first,21.1768
idle,SCHED_OTHER,0,box-first,24.8484
idle,SCHED_OTHER,0,box-first,21.7182
idle,SCHED_OTHER,0,box-first,20.9771
idle,SCHED_OTHER,0,box-first,18.4199
idle,SCHED_OTHER,0,box-first,8.1395
idle,SCHED_OTHER,0,box-first,15.2260
idle,SCHED_OTHER,0,box-first,32.3556
idle,SCHED_OTHER,0,box-first,25.6349
idle,SCHED_OTHER,0,box-first,24.3564
idle,SCHED_OTHER,0,box-first,8.7553
idle,SCHED_OTHER,0,box-first,22.4183
idle,SCHED_OTHER,0,box-first,45.4127
idle,SCHED_OTHER,0,box-first,15.4687
idle,SCHED_OTHER,0,box-first,12.7725
idle,SCHED_OTHER,0,box-first,4.3734
idle,SCHED_OTHER,0,box-first,15.0078
idle,SCHED_OTHER,0,box-first,9.7724
idle,SCHED_OTHER,0,box-first,17.2648
idle,SCHED_OTHER,0,box-first,22.1617
idle,SCHED_OTHER,0,box-first,7.5543
idle,SCHED_OTHER,0,box-first,10.7720
idle,SCHED_OTHER,0,box-first,21.1909
idle,SCHED_OTHER,0,box-first,11.5833
idle,SCHED_OTHER,0,box-first,35.3078
idle,SCHED_OTHER,0,box-first,11.3293
idle,SCHED_OTHER,0,box-first,9.9281
idle,SCHED_OTHER,0,box-first,25.0159
idle,SCHED_OTHER,0,box-first,13.7714
idle,SCHED_OTHER,0,box-first,37.3781
idle,SCHED_OTHER,0,box-first,14.6707
idle,SCHED_OTHER,0,box-first,19.0024
idle,SCHED_OTHER,0,box-first,22.9571
idle,SCHED_OTHER,0,box-first,88.4048
idle,SCHED_OTHER,0,box-first,14.4794
idle,SCHED_OTHER,0,box-first,58.4660
idle,SCHED_OTHER,0,box-first,32.6178
idle,SCHED_OTHER,0,box-first,28.0040
idle,SCHED_OTHER,0,box-first,21.8522
idle,SCHED_OTHER,0,box-first,33.2430
idle,SCHED_OTHER,0,box-first,19.0804
idle,SCHED_OTHER,0,box-first,8.6594
idle,SCHED_OTHER,0,box-first,18.4230
idle,SCHED_OTHER,0,box-first,21.2452
idle,SCHED_OTHER,0,box-first,31.6656
idle,SCHED_OTHER,0,box-first,21.3317
