condition,device,policy,priority,requested_ms,trial,host_width_ms,scope_width_ms
load,ttlbox,SCHED_OTHER,0,50.0000,22,nan,48.7800
load,ttlbox,SCHED_OTHER,0,50.0000,23,nan,49.5500
load,ttlbox,SCHED_OTHER,0,50.0000,24,nan,50.2000
load,ttlbox,SCHED_OTHER,0,50.0000,25,nan,49.7200
load,ttlbox,SCHED_OTHER,0,50.0000,26,nan,49.6500
load,ttlbox,SCHED_OTHER,0,50.0000,27,nan,49.9400
load,ttlbox,SCHED_OTHER,0,50.0000,28,nan,49.9900
load,ttlbox,SCHED_OTHER,0,50.0000,29,nan,49.0000
load,ttlbox,SCHED_OTHER,0,50.0000,30,nan,49.8200
load,ttlbox,SCHED_OTHER,0,50.0000,31,nan,49.2800
load,ttlbox,SCHED_OTHER,0,50.0000,32,nan,48.6500
load,ttlbox,SCHED_OTHER,0,50.0000,33,nan,49.5300
load,ttlbox,SCHED_OTHER,0,50.0000,34,nan,48.6500
load,ttlbox,SCHED_OTHER,0,50.0000,35,nan,49.2200
load,ttlbox,SCHED_OTHER,0,50.0000,36,nan,50.2100
load,ttlbox,SCHED_OTHER,0,50.0000,37,nan,50.1900
load,ttlbox,SCHED_OTHER,0,50.0000,38,nan,49.8300
load,ttlbox,SCHED_OTHER,0,50.0000,39,nan,50.2300
load,ttlbox,SCHED_OTHER,0,50.0000,40,nan,49.7900
load,ttlbox,SCHED_OTHER,0,50.0000,41,nan,49.5800
load,ttlbox,SCHED_OTHER,0,50.0000,42,nan,49.5500
load,ttlbox,SCHED_OTHER,0,50.0000,43,nan,49.7100
load,ttlbox,SCHED_OTHER,0,50.0000,44,nan,49.5200
load,ttlbox,SCHED_OTHER,0,50.0000,45,nan,50.1200
load,ttlbox,SCHED_OTHER,0,50.0000,46,nan,49.9900
load,ttlbox,SCHED_OTHER,0,50.0000,47,nan,49.6400
load,ttlbox,SCHED_OTHER,0,50.0000,48,nan,48.8700
load,ttlbox,SCHED_OTHER,0,50.0000,49,nan,50.1400
