op,latency_timer_ms,trial,roundtrip_ms
ping,2,0,1.0613
ping,2,1,2.0170
ping,2,2,1.9590
ping,2,3,1.9863
ping,2,4,1.9551
ping,2,5,2.0146
ping,2,6,1.9752
ping,2,7,1.9251
ping,2,8,2.0748
ping,2,9,2.0769
ping,2,10,1.8350
ping,2,11,1.9719
ping,2,12,1.9891
ping,2,13,1.9961
ping,2,14,2.0046
ping,2,15,1.9283
ping,2,16,2.0630
ping,2,17,1.9044
ping,2,18,2.0022
ping,2,19,1.9681
ping,2,20,1.9897
ping,2,21,2.0728
ping,2,22,2.0236
ping,2,23,1.9895
ping,2,24,1.9806
ping,2,25,1.9266
ping,2,26,2.0420
ping,2,27,1.9576
ping,2,28,1.9266
ping,2,29,2.0274
ping,2,30,1.9921
ping,2,31,1.9500
ping,2,32,2.0205
ping,2,33,1.9793
ping,2,34,1.9930
ping,2,35,2.0042
ping,2,36,1.9835
ping,2,37,1.9849
ping,2,38,2.0204
ping,2,39,1.9677
ping,2,40,1.8905
ping,2,41,2.1418
ping,2,42,1.9980
ping,2,43,1.9578
ping,2,44,1.9548
ping,2,45,2.0180
ping,2,46,1.9851
ping,2,47,1.9923
ping,2,48,1.9716
ping,2,49,2.0415
ping,2,50,1.9243
ping,2,51,2.0665
ping,2,52,1.9544
ping,2,53,1.9734
ping,2,54,1.9986
ping,2,55,2.0226
ping,2,56,2.0195
ping,2,57,1.9185
ping,2,58,1.9709
ping,2,59,1.9821
ping,2,60,1.9816
ping,2,61,2.0010
ping,2,62,1.9766
ping,2,63,1.9928
ping,2,64,2.0075
ping,2,65,2.0745
ping,2,66,2.0000
ping,2,67,1.9875
ping,2,68,1.9319
ping,2,69,1.9724
ping,2,70,1.9498
ping,2,71,2.0225
ping,2,72,2.0068
ping,2,73,1.9566
ping,2,74,1.9776
ping,2,75,1.9922
ping,2,76,2.0084
ping,2,77,1.9972
ping,2,78,1.9730
ping,2,79,2.0066
ping,2,80,2.0063
ping,2,81,1.9796
ping,2,82,1.9928
ping,2,83,1.9780
ping,2,84,2.0824
ping,2,85,1.9625
ping,2,86,2.0052
ping,2,87,1.9800
ping,2,88,1.9734
ping,2,89,2.1113
ping,2,90,1.9602
ping,2,91,1.9427
ping,2,92,1.9329
ping,2,93,2.0076
ping,2,94,1.9608
ping,2,95,2.0144
ping,2,96,1.9887
ping,2,97,2.0019
ping,2,98,1.9810
ping,2,99,2.0792
ping,2,100,1.9932
ping,2,101,1.9549
ping,2,102,2.0182
ping,2,103,1.9875
ping,2,104,2.0016
ping,2,105,1.8791
ping,2,106,1.9889
ping,2,107,1.9997
ping,2,108,1.9978
ping,2,109,1.8329
ping,2,110,1.9903
ping,2,111,1.9977
ping,2,112,2.0036
ping,2,113,1.9892
ping,2,114,1.9961
ping,2,115,2.1410
ping,2,116,1.9532
ping,2,117,2.0084
ping,2,118,1.8802
ping,2,119,1.9573
ping,2,120,1.9942
ping,2,121,2.0033
ping,2,122,1.9679
ping,2,123,2.0040
ping,2,124,1.9959
ping,2,125,1.9874
ping,2,126,2.0063
ping,2,127,1.9800
ping,2,128,2.0003
ping,2,129,2.0010
ping,2,130,1.9958
ping,2,131,1.9819
ping,2,132,2.0492
ping,2,133,1.9496
ping,2,134,2.0449
ping,2,135,1.9211
ping,2,136,2.1103
ping,2,137,1.8715
ping,2,138,2.0016
ping,2,139,2.0043
ping,2,140,1.9924
ping,2,141,1.9951
ping,2,142,2.0001
ping,2,143,2.0076
ping,2,144,1.9804
ping,2,145,2.0836
ping,2,146,1.9939
ping,2,147,2.0277
ping,2,148,1.8986
ping,2,149,2.0015
ping,2,150,2.0573
ping,2,151,1.8837
ping,2,152,1.9984
ping,2,153,1.9752
ping,2,154,1.9618
ping,2,155,1.9909
ping,2,156,1.9778
ping,2,157,2.0077
ping,2,158,2.0589
ping,2,159,2.0057
ping,2,160,2.0236
ping,2,161,1.9647
ping,2,162,2.0132
ping,2,163,2.0206
ping,2,164,1.9101
ping,2,165,2.1024
ping,2,166,1.8678
ping,2,167,2.0187
ping,2,168,1.9571
ping,2,169,1.9493
ping,2,170,2.0063
ping,2,171,2.0442
ping,2,172,1.9814
ping,2,173,2.0194
ping,2,174,1.9364
ping,2,175,1.9665
ping,2,176,2.0165
ping,2,177,1.9406
ping,2,178,1.9734
ping,2,179,2.0461
ping,2,180,1.9468
ping,2,181,2.0293
ping,2,182,1.9715
ping,2,183,1.9781
ping,2,184,2.0562
ping,2,185,2.0095
ping,2,186,2.0304
ping,2,187,1.9994
ping,2,188,1.9867
ping,2,189,1.9931
ping,2,190,2.0248
ping,2,191,1.9735
ping,2,192,1.9923
ping,2,193,1.9041
